Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
631880137,5,2018-10,Philippines,"I went there with the family with 2 kids in tow on Halloween weekend for a 2 day pass. It   s my second time to visit HK DL and this second visit was surely better than the before. I tried more attractions. The kids most definitely enjoyed it the most. They met Mickey Mouse, Goofy, watched the Flights of Fantasy parade, Mickey Projection Show and the Villain Parade, Journey to Halloween were halloween features. The snacks were great too! Popscicles, waffles, eggette, etc. The staff were giving away lota of free stickers to the kids. And there was a lot of trick or treatin for mickey mouse marshmallows and gummy candies!!! Everything was great as expected. Disneyland HK never disappoints! As an adult, i appreciate places like these by their toilets! Hehehe. No smell, spotless clean, aaaaaand wait for it, free unlimited toilet seat covers!!!!! Sorry for that brief shallow happy episode because where i come from, no toilet seat covers are free! Anyhoo, HKDL is recommended for all ages!!! It   s a must visit when in HK. Most definitely!",Disneyland_HongKong
631835779,4,2018-11,United Kingdom,"We must have been super lucky as the day we arrived we didn   t queue for any rides   the most was approx 10 minutes which of course makes the day more fun! We managed to get on everything including the Lion King show which was incredible! In comparison, I think this park beats Paris. It   s obviously not cheap but the food is surprisingly ok and we had a great day! ",Disneyland_HongKong
631779600,5,2018-10,Philippines,"  Huge area and really beautiful  With Disney Train, easy to go to location via MTR  lots of attractions and activities (Rides, plays, parade)  with App thats really helpful  also with brochures at entrance for maps and schedules  delicious food and snack",Disneyland_HongKong
631655704,5,2018-11,India,"This is the best time during our stay in Hong Kong. I had booked 2 days ticket via Klook. You get discount when you book via Klook. The place opens at 10:30 am. Most time you will spend at Fantasyland. Here you have maximum number of rides and shows. Also many characters would visit you. Because you have so many things to cover so plan your route accordingly. As we had 2 day pass, we went around in liesure. Lion king show was mind blowing. So was Mickey and the adventure book. we had a great time. The night parade was amazing. Plan to sit atleast 30 mins ahead of the schedule so that you get the best place to watch any show. The cheapest way to reach is via MTR and it takes approx 45 mins. ",Disneyland_HongKong
631595181,4,2018-3,India,"Visited in March 2018 on a Sunday. Due to weekend, there were too many visitors and long queue for all the rides   attractions. Had to skip several rides due to their long waiting time. However, whatever rides we took, most of these were not that thrilling. There were 2 parades on that day, one in the afternoon and one in the evening. Both were fun to watch, especially the evening parade with illumination was very attractive. There were no closing fireworks, told that it had been discontinued. There are restaurants inside the park, however foods were expensive and average in taste. It is an expensive affair; entry tickets, inside food etc. all are overpriced. Though at the end it was tiring, but overall it was a fun filling day spent at HK Disney Land.",Disneyland_HongKong
631572389,4,2018-9,South Africa,Felt like a kid again. Obviously smaller than the originals but still entertaining and an experience for those that havent been to the originals,Disneyland_HongKong
631564893,4,2018-10,Malaysia,"Never having been to Disneyland before, I found it very entertaining. The space was huge and they had a very convenient luggage holding area for us to leave our luggage at HKD 110 per piece. A lot of walking involved, so was very glad we wore comfortable shoes and clothes. We bought discounted tickets via Klook and could get in with no problem. Once inside, we went to look at the rides and a lot of them were not thrill rides, but fun nonetheless. I was very impressed with the amount of detail that went into creating the rides and their upkeep. Everything is perfectly maintained and no chipping paint to be seen anywhere!Delicious food is nowhere to be found in Disneyland, though. So it's just eating to survive, and your tastebuds are not taken into consideration. We managed to take all the rides we wanted to, and still take in some shows before the park closed. In the evening, the lines were much longer, because HK residents came for the evening with their annual passes. It can rain anytime in HK, so pack a raincoat if you have it. Even if it doesn't rain, it will come in handy on the mine train ride. The parade at the end of the day was really cool! Since it was halloween season, all the Disney villains came out to play.",Disneyland_HongKong
631523191,5,2018-11,United Kingdom,"This is amazing loved every second of it ,  The queues to meet the characters can be a bit long especially in the heat but well worth it if you can keep your child shaded and entertained,",Disneyland_HongKong
631514586,4,2018-11,Singapore,"Visited with a 11 months old baby and managed to do some rides. It   s an all age friendly park, great for a one two days visit.",Disneyland_HongKong
631509526,4,2018-10,Hong Kong,"We had a lot of fun in the park, and the new motion games like Iron Man was very enjoyable. However, the park was under renovation, so the sleeping beauty castle and the fireworks were not there. How I wish I could watch the fireworks in front of the castle!Note: the haunted house is small and boring, not worth waiting in a long long queue. The grey bear mine, the star wars track, iron man are my favorite. The star wars track has speed pass, which is worth fetching asap.Wifi is extremely slow. Don't rely on it! Bring your phone with the best signal, because mobile signal is weak there.",Disneyland_HongKong
631506831,4,2018-8,United Arab Emirates,Nothing out of this world but good scenery and organization. What i liked the most was the robot trash bin going around by itself and talking :D,Disneyland_HongKong
631488697,5,2018-11,Philippines,Nothing short of amazing! Although during our visit there was a private event so they had to close 4 attractions which I felt was a bit unfair. They could   ve given a discount for visitors for that day or made an announcement prior.,Disneyland_HongKong
631408607,5,2017-12,Australia,"Happiest place on earth, may have to agree  We had a ball   Go with your mind set at kiddy level and you will have a ball",Disneyland_HongKong
631342147,5,2018-10,United Kingdom,"We have been to Hong Kong and Disneyland on a number of occasions. This time however we had taken the Grandchildren with us, both boys aged 6 and 8. They had a wonderful day and during the afternoon Halloween Parade they were invited to take part, however they decided to decline as they are a bit shy. The parade was very well performed. Disneyland Hong Kong can at a push be done in a day. It is one of the smaller Disney global sites, however, what it lacks in size is made up for in atmosphere. It   s a great park and well worth a visit during your stay in Hong Kong. The MTR (mass transit railway) is the easiest way to get to the site. The journey takes about 40 mins from Mongkok.",Disneyland_HongKong
631159389,4,2018-10,Australia,Like all Disneyland's throughout the world it's primarily designed for the kids. I recommend taking the MTR out to this theme park. Like I said Disneyland is more for the kids than adults but lets face it we can be kids again for a day. I recommend staying and watching the nightly fireworks show which begins at 8pm nightly.,Disneyland_HongKong
631139179,3,2018-11,Indonesia,"During the time of my visit there, there were partial closure of the park due to private event on the 2nd and 3rd of November. I came all the way from Indonesia, paying expensive airfares, and also paying expensively for a 2 night stay at your hotel. But during my visit there, several sections, such as Adventureland, Grizzly Gulch, Mystic Point, and Toy Story Land.To make matters worse, the closure was done during the prime time of the park, around 2 3 pm all the way to the dark around 6 pm, and in some cases even until Disney closed. I was very disappointed in this, and I would like to see some responsibilities from Disney regarding this issue. Disney should've given a certain reduction on the hotel price and or Day Pass price due to this  incomplete magical experience .",Disneyland_HongKong
631119122,1,2018-11,Philippines,Extremely average rides. Please save your money and go to Universal Studios in Singapore! They don   t get anywhere close to creating the magical experiences they promise to! The park was too crowded with sections shut down for renovations. After paying for an entry it seemed like you are eternally in a queue for rides or exhibits that were extremely disappointing!,Disneyland_HongKong
631108150,3,2018-3,India,"Disneyland is one of the major attractions for Tourists visiting HongKong.However, it is very very expensive! Apart from that it is a heaven for kids!",Disneyland_HongKong
630734380,5,2018-3,United States,"English language travel books and blogs like to compare Hong Kong Disneyland to Ocean Park Hong Kong. Opened in 1977, Ocean Park often gets the nod over its 13 year old rival with the more scenic location, being three times larger, having a wider range of attractions and thrill rides, and for entertaining guests with shows starring not costumed characters, but live land and marine animals. Two categories in which Ocean Park is all wet, however, are food     ho hum carnival type fare versus Disneyland   s higher quality, wider ranging dining experiences     and, the deciding factor for me, what is known as    Disney Magic.    There   s something different about being at a Disney park     the hospitality, memory making, cleanliness, positive attitude, and characters and stories beloved for generations. It   s like coming home whether you went as a child or not. HKD is the smallest of all Disney parks, but that doesn   t make a visit any less magical and unique. Its version of the Haunted Mansion is Mystic Manor, which whisks guests through the Victorian home of world traveler Lord Henry Mystic. The mansion comes alive after Henry   s mischievous pet monkey Albert opens a music box that unleashes mayhem and enchantment. Another HKD exclusive is the exciting year old Iron Man Experience; imagine Stark Enterprises assuming sponsorship of Star Tours. Big Grizzly Mountain Runaway Mine Cars, HKD   s version of Big Thunder Mountain Railroad, has a section where riders go backwards. Just for fun, enter the    Cantonese    or    Mandarin    line at the Jungle Cruise to hear those tired, corny jokes in a different language. OK, so there   s no Matterhorn or Pirates of the Caribbean, but when was the last time you ate smoked duck legs and curry fish balls in Anaheim or Orlando?",Disneyland_HongKong
630622822,5,2018-10,Philippines,You can't go wrong with disneyland when your with kids. I suggest to go here early to avoid long lines. During the afternoon lines for the rides starts to build up. The waiting time is between 20 40mins unlike in the morning its just between 5 10mins.,Disneyland_HongKong
630589692,5,2017-12,Australia,"Had a really memorable time here. Best food I've had at a theme park, hands down. Night parade was beautiful. Can't wait to come back!",Disneyland_HongKong
630507279,5,2018-10,India,The main trip highlight is disneyland. Loads of fun and loads of excitement. We had a super time here.,Disneyland_HongKong
630255018,5,2018-11,United States,"Been to Anaheim, Orlando and now Hong Kong and not disappointed at all! Another fantastic environment by the Disney team! While nowhere near the expanse of Orlando or even Anaheim, HK Disneyland still provides a most enjoyable experience for all ages. 3 adults and 2 small (5 & 3 yrs) children in our party. Dumbo still a favorite for all as well as the Ironman Experience (only in HKD). Ironman was a unanimous choice by all to be repeated before leaving the park at closing!",Disneyland_HongKong
630000067,5,2018-11,Philippines,"Truly, it is happiest place on earth. Best place to spend with your family and friends. Rides are fun for all ages and queues are quick. It is smaller as compared to Anaheim's Disneyland, but there are many, good attractions for each family member to enjoy. Facilities are family friendly. A few local staff manning the parade can be friendlier and warmer. After all, they represent Disney.",Disneyland_HongKong
629864194,5,2018-10,Canada,"Just spent 6 hours at Disneyland with our 8 year old granddaughter! This is not the first time we've been there with her, but we can see at this age, her height qualifies her for more exciting rides! Some rides were reserved for her an her grandfather, but others, we could all enjoy! Our trip was the latter part of October, so apparently it had cooled down a bit. Comfortable but warm. It is a very fun place for all!!",Disneyland_HongKong
629833707,2,2018-10,Singapore,Was quite disappointed as the castle was under renovation hence no fireworks. The characters roaming around the park was limited. The street march ended very fast.,Disneyland_HongKong
629794785,5,2018-10,Australia,"So Disneyland is Disneyland....Lots of characters to visit, lots of rides and experiences to explore, queues and overpriced food. However, you are going to Disneyland, this is what its all about.The number 1 tip we can provide you is GO EARLY. The attendance at the part litterally triples around 3pm. Between 10:30am and 2pm there are nearly NO queues at any entertainment   rides then it hits 2 3pm and the most popular rides have 30 50 mins waits. You CAN bring in water (I took in three bottles and showed them when entering and was let straight through) and a small amount of food, just don't bring a picnic. Sure the food is overpriced and substandard but this IS expected in theme parks. Just accept that...Head early, bring water, and let your imagination run away with the fun of Disneyland...",Disneyland_HongKong
629761427,5,2018-10,India,What draws us to Disneyland is the exhuberance and excitement that   s created by both children and their parents while they enjoy and entertain. Hong Kong Disneyland is no different and yet different from other Disneyland   s as they go. There are unique rides and few new ones like the one we saw in the Iron Man Experience. It has been added after the acquisition of Marvel Universe by Disney.,Disneyland_HongKong
629551829,5,2018-10,Australia,"Well it took me 62 years but finally i got to Disneyland and loved every second of it. I know H.K. Disney is the smallest of the 6 but it is great, got through it in one fun filled day virtually no waiting on all the rides as we went on a Friday. My wife enjoyed the jungle ride and the cup and saucers as we always seen it on T.V. Hyper space, the gulch , the mansion all the 3D stuff were excellent , I would imagine if your taking children and want to do it all a 2 day pass would be the go and it's not a great deal dearer .",Disneyland_HongKong
629547840,2,2017-11,Hong Kong,"Yikes, the worst thing about HK Disneyland is the never ending same same music, over and over again, the same tunes. Omg I could pull my hair out, I would seriously go bonkers if I had to work there. When my kids were small, we went many times and I have to say, they absolutely loved it every time. We even discovered that the best time to go is in the pouring rain as no one else is there and there are no queues! If it suddenly brightens up it will be about 2 hours before the crowds return, that, my friends, is a very good tip. Nowadays we never go and stuff like that I avoid like the plague but if you've got young kids then you just have to take them, they will love it. Remember tho, it's crowded as all hell, expensive, you can't take your own food so you are forced to eat at the restaurants and even buy water and the queues are long. I used to smuggle in sandwiches under a dark piece of cloth at the bottom of my bag, you can get stuff in if you hide it well. Enjoy x",Disneyland_HongKong
629471128,5,2018-10,Australia,We loved Hong Kong Disneyland!  There is just something so special and magical about Disneyland and Hong Kong Disneyland captures this well. You only need to see the smiles on the faces during the parade to know this is one great place.,Disneyland_HongKong
629385659,5,2018-10,Hong Kong,"I spent a magical day At Hong Kong Disneyland with my brother and his family. I had reservations about Hong Kong Disney as I have been to the other Disney parks and this one is obviously much smaller than what I am used to in the context of the magic of Disney!However, whilst small, it   s perfectly formed and there is still huge variety of things to do across the park. I would say it   s particularly geared for smaller children as the size suits their ability to get around the park and do everything. Highlights were the Flights of Fantasy parade (magical), toy story land (in particular the parachute ride) and It   s a Small World (my all time favourite!). It   s everything you would expect from Disney in a really nice bite sized dose which makes it perfect for a 1 day visit. ",Disneyland_HongKong
629140160,5,2018-10,United Kingdom,We went here for the day it was a great day for all adults and kids alike. It has good mixture of rides and shows everyone enjoyed the day.,Disneyland_HongKong
629073732,5,2018-10,United States,"Reading online I felt there was a huge feeling of inferiority to this Disneyland compared to its American counterparts but I can honestly say I had a great time! It may look small on a map but I would say it felt about the same size as Disneyland California. There is so much to see and do our only downtime was sitting down to eat twice the whole day. I would say if you are a hardcore Disney fan it can be a two day park but you can definitely do it justice in one.My favourite rides (in order) were Mystic Manor, Big Grizzly Mountain Runaway Mine Car, Hyperspace Mountain and The Iron Man Experiece**. We headed straight to The Iron Man Experience and Mystic Manor when we first got to the park and faced minimal wait time   When we returned later on in the day queues had built up but we stayed onsite at the Hollywood Hotel which provided us with Fast Passes which came in very handy in these instances.** Shout out to It   s A Small World and the Dumbo rides that hold a special place in my heart too**The shows at Hong Kong Disney were amazing too   Check out Festival of the Lion King, Mickey and the Wonderous Book and Mickeys PhilharMagic. I can   t remember enjoying shows at other Disney Parks as much. The We Love Mickey show was cool too and didn   t involve having to fight with crowds for a space down Main Street   the show is literally projected into the surrounding buildings so you can stand wherever you like. At the end of the day there was a Villains Night Out show keeping with the Halloween theme and involving popular villains from your favourite Disney movies. It was a lot of fun but mostly in Chinese so apart from a whole lot of cackling I wasn   t really too sure what was going on! (Shout out to Cruella who was giving it 100!!!)As well as the shows there were parades to see too. Mickeys Flight of Fancy was the best. Again, keeping with Halloween, there was a Halloween Street Party down Main Street which was fun but could have been avoided. The Hong Kong Disneyland app came in very useful when planning my day at Disney, providing show parade times and where they were located. As you can probably tell I am a Disney fan. I honestly had a great time and feel like people are a tad harsh in relation to this park (I was constant told not to expect too much). My only disappointments are:1) the size of Sleeping Beauty castle and the fact there was a lot of construction going on around it (   pardon our dust we are creating magic   ). As my partner pointed out the 15ft fence probably made the already small castle look even smaller but I am sure once they are finished it will look amazing and I will definitely be back to see for myself! 2) Despite the Disney Corporation priding themselves in magic and customer service I was a disappointed to not see this fully reflected in this park. Overall customer service was lacking in Hong Kong as a whole and I understand culturally it is a different world, but I was constantly disappointed in the rudeness I experienced during my trip and think it something that needs to be worked on at this park in order to keep in with the Disney magic.",Disneyland_HongKong
629071193,3,2018-10,United Kingdom,"Small park, just didn   t feel like Disney, lion king show was cancelled to park attendees as they booked a private part all day, unfair I thought, some restaurants were closed, the castle was a building site, very poor considering we still payed full price, mentioned to Disney customer services but was brushed off with reply that I should have checked web site day before for closures! Bit crap when I bought the ticket 2 months earlier, I   d not be returning, really poor excuse for a Disneyland! ",Disneyland_HongKong
628762297,5,2018-10,United Kingdom,"We enjoyed our day out in Disneyland, not like before that over crowed ( weekend  dilemma ). We can pleased our over the rides without long queues.",Disneyland_HongKong
628375545,5,2018-10,Zambia,I had awesome fun at Disneyland they had a fun Halloween show with Mickey Minnie goofy dancing. Had A great fun day there.,Disneyland_HongKong
628361198,4,2018-10,South Africa,"Disneyland hong kong was the 1st Disneyland I have ever visited. It was great experience for me, my daughter and my close friend. My daughter, who is 2 really enjoyed the places the story time. It was a best place to celebrate her 2nd birthday.I truly recommend this place, it's ideal for kids and adults.",Disneyland_HongKong
628063475,4,2018-10,Australia,"We visited HKDisneyland in 2013 when it had been opened for 5 days, we loved it. We had read recent mixed reviews and decide would revisit and so glad we did. The MRT trip from downtown Kowloon is simple to say the least and took about 50 mins. The gates open at 10am for a wander and many photo opportunities with well loved characters, the    lands    open at 10.30am. The new Ironman experience was easy for a couple of grandparents and we thought the transformer ride at Universal Studios much more exciting. Young and old would love it....youths would find it tame. The staff are all friendly and extremely helpful and do their best to make it a happy place. We visited today, midweek and there were no lines for anything, whatever rude or experience you wanted you just wandered to it. There were 3 Main Street parades doe to being Halloween I think. They were good, quick and not crowded. The Lion King Show is a stand out, it was in 2013 and still is. The Star Wars ride is just the old Space Mountain ride with a new name. We enjoyed Toy Story land. As grandparents we enjoyed watching the expressions on the faces of children mostly aged between 3 to 6 they were in their element. I can   t imagine teenagers thinking it was very exciting.Would we recommend it.....yes would we do it a third time....probably not,Still if you   ve never been to Disneyland and can   t get to USA...do it.",Disneyland_HongKong
628047597,5,2018-6,South Africa,"If you are in Hong Kong and are even slightly interested in anything Disney including the  new  franchises, then a visit Disneyland is a must. All the classics are there, including a trip on  It's a Small World , while the Pixar, Star Wars and Iron Man displays bring Disney up to date. There is literally something for everyone at the Hong Kong Disneyland   even the journey on the Disney MTR is fun.",Disneyland_HongKong
627946461,3,2017-11,Canada,Much smaller than the California Disneyland but almost identical in some respects.  Can be covered easily in half a day.,Disneyland_HongKong
627600766,5,2017-11,Australia,It's close to the airport and small enough to do on a stop over.  Great for young families   it's not that busy and you can go to the toy story land.,Disneyland_HongKong
627161628,5,2017-11,India,"a great place to be, reat rides, great ambiencea lot to walk though but it is very enjoyable, don't miss the mickey parade at night around 7 and the light show at the castle later, both of these attractions are very well organised and very well played.",Disneyland_HongKong
627000176,4,2018-10,Singapore,Suprisingly the theme parks are quite accesible with the MTR. Don't be surprised this place gets REALLY crowded. Twice came across with the mascots but what a shame we didn't get to snap photos with them. The guides will be there to stop the queue halfway so make sure to be there early! The rides are OK but I really love how the entire place just brings back my childhood. ,Disneyland_HongKong
626940764,5,2017-11,Indonesia,"It's possible to go around all the ride in one day if you plan to go to Hong Kong Disneyland, and the best thing about Disneyland is the fireworks and the parade.",Disneyland_HongKong
626923350,5,2018-5,Singapore,"Good place to relax for adults and children, will take a whole day to view all the features inside the park.",Disneyland_HongKong
626884107,5,2018-9,New Zealand,"I just loved this , if you have a ten hour delay at Hong Kong airport then do this.amazing day theDisney gardens and rides are amazing.be sure to have a Mickey Mouse waffle too. It   s an awesome day and the question are not too long ",Disneyland_HongKong
626863925,4,2018-10,India,"The Disneyland is small (at least compared to Paris Disneyland)   so one day is enough if you are visiting on a weekday.On weekends, use the fast track facility to utilize your time efficiently.Tips for visitors.  Visit on weekday (avoid weekends and holidays)  Carry food with you   you can save time and money.  Carry water bottles   can save time and money. Drinking water available in few places for refilling your water bottles.  Avoid the photo with Mickey Mouse at entrance   Mickey will be available at various places during day. Saw lots of people wasting time for the photo   where I waiting for 2 minutes to get the photo near Grizzle Gulch attraction.  If you see long queue for any attraction, take fast track pass and come back later.",Disneyland_HongKong
626862391,5,2018-10,Australia,"Our first Disneyland and there were rides for 10 and 12 year old. Entry took 50 minutes when arriving at 10, but straight through the second day at 4!",Disneyland_HongKong
626830488,5,2018-10,Australia,I   d read all the reviews before going and a lot were disappointed about it being small. Went with an open mind as we   ve been to both Disneyland and Disney world in the USA before. We had a lovely day as adults. Got around the park in a day. Most rides were between a 15 30 wait in line which was manageable. We didn   t watch any of the shows except the Halloween street parade at 4:30pm (which didn   t disappoint) and didn   t line up for character photos so the Day was very smooth. Has all the charm of the original park and well worth the visit for a Disney fan.,Disneyland_HongKong
626390967,5,2018-10,Australia,"Disneyland in Hong Kong is a Fabulous opportunity for Australasia to experience the joys of a Magical World away from bars, clubs and casinos! It is where Adults can be kids and kids to be thrilled by the magic. Firstly, if you are not staying in the Disney resort it is wise to buy your tickets online, also include your meal in the ticket as it is easier and cheaper. The package also includes a drink or ice cream AND a $50 voucher to spend at the Disney shop.We arrived close to opening time to beat the crowds but also remember the grand parade and fireworks are late evening, so check the show times and choose your arrival time accordingly. There is only one train connection in and out of Disneyland, don't stress about missing it as it runs every 10 mins etc. Entry during non peak season is quick, but beware bags are checked and no picnics, outside food or big drinks allowed.Once, inside the FUN begins, grab a map, review show times then run amok. If you are in a big family group like we were, separate and meet up when you  bump  into each other or at a arranged time as not every ride is suitable for everyone.The outer restaurants are quieter and are like food markets, make sure you take your voucher to validate if applicable.Queues for rides in October wasn't to long a wait between 5   25 mins, depends on type of ride as the more fast action rides went quicker as little kids could not go on them. The Dumbo ride was the best, simple BUT Fun. If you want the adrenalin rush then the Star Wars ride and the old Cabin Rail ride will do the trick. Skip the Halloween walk through journey, it's in Chinese with only one character speaking English. The  It's a Small World After All  ride in Fantasyland is so CUTE!Time flies and in no time the day ends as everyone is tired and themed park out.tyThanks to the Security staff who let our devastated 6 year old nephew re enter at the exit gate with his parents to search for his Disney cap he had left behind while posing for a photo just before exiting. By magic, no one picked it up and it was found where he had left it.",Disneyland_HongKong
626374682,5,2018-10,Philippines,"Our kid enjoy the place much,the hotel we stayed offer us discounted ticket,the place are easy to reach by metro.",Disneyland_HongKong
626331842,4,2018-10,Singapore,"Had a great time in Disneyland, we arrived early at 1030am and there are already a crowd. Lots of coach buses and if you are taking a cab the drop off point is a 10 15min to the entrance of Disneyland. It   s been to take the MTR into Disneyland. It   s right in front of the entrance. We spent 8 hours, going on the rides and enjoying the shows, Lion King, Moana, Winnie the Poo, etc. ",Disneyland_HongKong
626016783,5,2018-10,Indonesia,Disneyland is must go place when you come to Hongkong. Since i was a kid i always dream to coming to Disneyland! It was an amazing experience! There are so many attraction there and you must take picture with Disney's character at the main street. It's a must! Wait until night and you can see Disney's parade at main street too. Food is okay but can be a lil bit expensive. But hey come on! Enjoy your dream holiday :D ,Disneyland_HongKong
625739774,4,2018-10,Hong Kong,"If you plan to watch the parade, do make sure you grab good position at main street, especially the straight lane.   Else you might missed some part of it.   Do check t&c if you book online, especially meal coupon, you got to redeem at entrance.",Disneyland_HongKong
625675803,5,2018-10,Singapore,"It was everybody's child dream to come to this beautiful place...And its true!!truly incredible!!!Not only kid's can enjoy to visit here but all adult's with young heart will surely love the place!!!My nephews, niece and even my Mom love the place!!!Meeting Mickey and friends during the parade was truly a dream come true!!!Looking forward to visit this place again... ",Disneyland_HongKong
625623706,4,2018-10,India,"Very well organised place, good fun to spend a day with kids. If you plan well, can enjoy all the shows in a day's trip. However, timings for meeting various characters should be increased, especially if the crowds are large.",Disneyland_HongKong
625303443,4,2018-10,India,"We took a 2 day ticket as we were not sure with one day it can all be covered. The first day, we reached by 10 AM and being a weekday it was not very crowded. Its Halloween time and the place had parades and decorations for Halloween. Started with start trek and iron man rides and it was good. Remember, these rides are not as thrilling as the Universal studio and intended for young children (this is Disney!) Then proceeded to the shows and realized that shows get full if you don't reach early. The Moana show had very little seating and the security staff especially one male was kind of rude to people who were walking around. I guess they need to remember that they are not police and kids come with a lot of hope to see this. Not all staff are very fluent in English and when they speak in English they sound rather rude. (Don't stand here, I DON'T know, Move away! etc are the words you hear). Some of them really need a lesson on being 'polite while being assertive'.The food options as written by many others are disappointing for people who do not eat pork and beef, there are very few chicken options. We tried the Asian cuisine restaurants and they are very average when it comes to quality of food. For vegetarians, it's a day of fasting!! (kidding, but it is almost true).If you book from Disney site, you get $15 x2 coupons. The main street store refused to take more than one coupon for a transaction, I argued and they called the manager who confirmed the rule!   one coupon per transaction. But to my surprise on the second day of my visit another store inside (star trek or the fantasy land one) accepted 2 coupons on my wife's ticket. Surprising. Again I think its English language proficiency that is the culprit. Unpleasant experience.The parades were excellent, especially the 8 PM Halloween parade. Shows were also really good and I guess more than rides these are the things you shouldn't miss while in Disneyland.The second day was a Saturday and we could clearly see the difference in the crowd. It was crowded from 10 AM itself. We had only a few stuff pending and finished everything by lunchtime. Overall, it was a 1 and a half day visit and in my opinion, if you are not so particular about missing out a couple of rides you can cover this park in 1 Day itself   try to visit on a weekday.  MTR is connected to the park and transportation to the city is very easy.   There was no free Wi FI  The HongKong Disneyland app on Android can give you details of the shows. It just keeps crashing often on my Samsung phone but for a day it's manageable.  No food or drink allowed to be carried inside, Its mentioned everywhere but I still saw people getting caught in the security and wasting time in disposing off.  Many rides and attractions can be closed for public on a certain day due to 'private' events, details are updated on daily basis on the website and app. Check beforehand and plan.  You should be going at least 20 mins early for the shows, they get filled up fast.",Disneyland_HongKong
625141875,5,2018-10,Australia,I have been to Disneyland in Los Angeles so I can only compare the Hong Kong site to the original. I enjoyed this Disneyland very much. The staff were always friendly and helpful. We had a mix up with our pre bought tickets and they went out of their way to help us resolve the issue even offering us express passes to some of the popular rides. Having been there in October they had a Halloween theme throughout the park and line ups to rides were not long as it was out of the holiday season for Hong Kong residents. They were giving away lots of stickers and lollies in the Halloween themed garden where kids could make up small baskets to go trick or treating. This was all free. Food is standard theme park menu items. We had burgers and fries which was decent enough.The theme park is near the airport direction and it cost us approx $50AUD each way from our hotel in Mong Kok via Uber (we had 6 people and needed a large van).There is also complimentary wi fi throughout the park.Its a long and tiring day when you are there from 10:30am until 8:30pm at night but it is worth it to see all the parades as well as the rides and features. I recommend to attend over two days as we didn't get to see all the themed sections in the first day. The kids loved it and so did us adults.,Disneyland_HongKong
625139064,4,2018-10,Philippines,Disneyland Hong Kong is small compared to other Disneyland we visited. When we visited it wasn't that clean. Leaves from the trees are scattered in the alley. The pavement construction was not sophisticated too. The pros is that you can roam the entire Disneyland in one day for it wasn't that big.,Disneyland_HongKong
625102886,5,2017-12,India,"We visited hong kong for our honeymoon December was perfect we had a really good time ... found the cutest merchandise at Disneyland stores picked so many tshirts and kitchen stuff, accessories etcMust visit loved all the rides too and the food tried red velvet pop corn too.For food and travel updates daily follow @ foodieandmoody on instagram thank you.",Disneyland_HongKong
625065180,3,2018-1,Singapore,"My first time at a Disneyland was rather disappointing; the queues were terribly long, the food was massively overpriced, and the rides were hardly thrilling. I supposed this park is catered mostly towards touristy families with young children, because there are much better things to do in Hong Kong and better cheaper theme parks such as Ocean Park. My advice is to go ahead to HK Disneyland if you are travelling with children or the elderly and have quite a bit of money to spare as it is a small theme park with expensive food and souvenirs but is extremely tourist friendly. If not, explore Hong Kong in its authenticity instead!",Disneyland_HongKong
624884437,2,2018-5,United States,The Disneyland here is way too commercialized   too many stores than rides compared to the ones in US!My brother did not enjoy it since the ultimate night show was cancelled & that was not announced in their website!It was a big disappointment for my supposed to be treat!,Disneyland_HongKong
624857744,4,2018-9,Australia,Compared to Disneyland In California this Park is smaller but in saying this it is still a memorable and enjoying experience. The only complaint we had was that it rained most of the day but it didn't detract from the great time we had,Disneyland_HongKong
624808403,5,2018-10,Australia,"By comparison to LA , this Disneyland is not so intimidating and bug. We spent 2 days and still did not see everything. The ride lines are not long, didn   t use our priority passes. The staff are friendly and with a 6 year old it was perfect. ",Disneyland_HongKong
624722169,4,2018-6,Indonesia,"I love Disney. I can say that I am Donald Duck and Mickey Mouse biggest fan. But I still can't get the idea of spending 2 3 days of your holidays in Disneyland. For that reason, I think the size of the area of HK Disneyland is perfect. It might be slightly smaller than other Disneylands, but for some people who does not want to spend their times in Disneyland (just like me), this place is great. I came to this place in June, when it was 32degrees celsius in HK. If I have to spend my whole day in Disneyland under the crazy sun of HK, I don't think I would make it. Lol. So it might be a good idea not to have a bigger area of Disneyland in 2 seasonal countries such as HK. Furthermore, you still can have all of the favourite rides and attractions. So, overall...i give it 4 stars. Highly recommended if you want to have Disneyland experience but unwilling to spend more than 1 day trip.",Disneyland_HongKong
624611488,4,2018-10,Thailand,"Best get in early as possible though, crowd & queueslow in the morning an as the day progresses obviously the queue time extends.I would start at Tomorrow Land and work your way around the park in a anti clockwise direction as I believe the rides are better and if you run out of time you haven't missed out on too much. Take something to eat in a back pack if with a young family as eating at the park is very expensive. All in all a great day with good family memories forever.",Disneyland_HongKong
624567771,4,2018-9,Malaysia,This is my first Disneyland trip and it was definitely a memorable one. The crowd wasn't as bad as been told. I was able to enjoy all rides in 1 day!Unfortunately Halloweentown & River View Cafe was closed when I was there.Villains Night Out during the closing was entertaining.,Disneyland_HongKong
